station_id,year,month,n_rain,R5mm (Days with ≥ 5mm rain),R10mm (Days with ≥ 10mm rain),R20mm (Days with ≥ 20mm rain),SDII (Average Daily Rainfall Intensity),PRCPTOT (Total Precipitation),Rx1day (Wettest day),Rx5day (Wettest 5-Day Period),n_maxdy,n_mindy,FD (Frost Days),TR (Tropical Nights),SU (Summer Days),ID (Icing Days),TNn (Coldest Night),TNx (Warmest Night),TXn (Coldest Day),TXx (Warmest Day),DTR (Diurnal Temperature Range),TN10p (Cold Nights),TN90p (Warm Nights),TX10p (Cold Days),TX90p (Warm Days),Latitude,Longitude,Elevation
MALIN HEAD,1961,2,28,9,3,0,5.57,111.4,14.8,44.8,28,28,0,0,0,0,1.6,8.4,6,12.7,5.196,0,32.02,0,49.877,55.4,-7.3,20
MALIN HEAD,1961,3,31,3,3,0,5.4,59.4,14.1,37.2,31,31,0,0,0,0,2.8,9.1,8.1,17.2,4.719,0,46.274,0,38.71,55.4,-7.3,20
MALIN HEAD,1961,4,30,8,4,0,7.556,120.9,19.1,47.2,30,30,0,0,0,0,0.1,9.5,5.6,15.4,5.413,5.747,9.54,6.667,29.655,55.4,-7.3,20
MALIN HEAD,1961,5,31,4,0,0,4.53,45.3,9.2,30.6,31,31,0,0,0,0,4.2,10.3,10.4,16.5,5.045,3.226,7.898,9.677,6.34,55.4,-7.3,20
MALIN HEAD,1961,6,30,3,0,0,4.127,45.4,7.6,15.6,30,30,0,0,0,0,7.2,12.8,12.7,19,5.377,0,12.644,0,9.08,55.4,-7.3,20
MALIN HEAD,1961,7,31,3,1,1,6.318,69.5,27.3,39.6,31,31,0,0,0,0,6.8,13.7,13.7,18.5,4.339,6.452,0,12.681,0,55.4,-7.3,20
MALIN HEAD,1961,8,31,9,3,1,7.441,126.5,37.1,54.6,31,31,0,0,0,0,6.4,16.8,14.5,23.4,5.306,6.452,6.452,0,9.677,55.4,-7.3,20
MALIN HEAD,1961,9,30,5,2,0,5.247,89.2,15.8,40.3,30,30,0,0,0,0,6.3,14.3,13.1,19.7,5.893,3.333,9.885,3.333,25.402,55.4,-7.3,20
MALIN HEAD,1961,10,31,6,2,1,5.444,98,21.8,34.6,31,31,0,0,0,0,4.3,12.8,10.3,18.4,4.894,6.452,3.226,0,3.226,55.4,-7.3,20
MALIN HEAD,1961,11,30,7,3,0,5.92,88.8,12.2,35.6,30,30,0,0,0,0,0.3,9,6.8,12.8,4.57,13.333,3.333,0,0,55.4,-7.3,20
MALIN HEAD,1961,12,31,8,3,0,5.671,96.4,12.5,40,31,31,10,0,0,0,-3.3,9.5,2.7,12.8,5.084,41.935,6.452,44.939,16.129,55.4,-7.3,20
MALIN HEAD,1962,1,31,14,5,0,6.795,142.7,14.3,39,31,31,1,0,0,0,-0.9,7.6,5.4,10.7,5.316,3.226,9.566,0,5.451,55.4,-7.3,20
MALIN HEAD,1962,2,28,3,1,1,4.464,62.5,21.1,30.8,28,28,1,0,0,0,-1,6.7,4.3,12.1,4.843,3.571,9.729,10.591,21.429,55.4,-7.3,20
MALIN HEAD,1962,3,31,5,1,0,5.636,78.9,19.7,42.4,31,31,7,0,0,0,-2.7,6,3.9,10.3,4.981,38.71,0,38.71,0,55.4,-7.3,20
MALIN HEAD,1962,4,30,4,3,0,5.491,60.4,15.6,53.7,30,30,0,0,0,0,0,9.1,7.3,18,6.203,12.644,3.333,9.54,10,55.4,-7.3,20
MALIN HEAD,1962,5,31,3,0,0,3.645,40.1,7.8,19.5,31,31,0,0,0,0,3.7,9.8,10.1,16.1,5.284,3.003,6.34,16.129,6.452,55.4,-7.3,20
MALIN HEAD,1962,6,30,3,0,0,3.8,57,10,27.5,30,30,0,0,0,0,5.5,12.9,11.7,21.2,5.67,6.667,9.08,9.08,13.218,55.4,-7.3,20
MALIN HEAD,1962,7,31,4,1,0,5.786,40.5,11.7,18.3,31,31,0,0,0,0,8.1,13,12.8,18.2,4.61,16.129,0,9.232,0,55.4,-7.3,20
MALIN HEAD,1962,8,31,10,3,1,6.69,133.8,23.3,37.9,31,31,0,0,0,0,6.3,13.6,13.9,21.7,5.335,21.246,0,10.122,3.226,55.4,-7.3,20
MALIN HEAD,1962,9,30,8,3,1,7.506,120.1,34.3,51.9,30,30,0,0,0,0,6.2,14.1,11.2,19.8,4.613,13.333,3.333,15.862,3.333,55.4,-7.3,20
MALIN HEAD,1962,10,31,4,0,0,3.964,43.6,9.7,30.8,31,31,0,0,0,0,4.8,11.4,9.6,17,4.655,2.225,2.225,3.226,2.225,55.4,-7.3,20
MALIN HEAD,1962,11,30,7,3,1,6.762,87.9,23.8,38.8,30,30,0,0,0,0,1.4,10.2,5.6,12.7,4.57,1.954,3.333,16.667,0,55.4,-7.3,20
MALIN HEAD,1962,12,31,7,3,1,6.167,92.5,23.2,38.4,31,31,2,0,0,0,-2.1,8.6,3.4,11.6,4.419,9.566,3.226,12.347,3.226,55.4,-7.3,20
MALIN HEAD,1963,1,31,2,1,0,6.54,32.7,11.4,15.6,31,31,12,0,0,0,-5,3.8,1.1,7.7,4.19,38.042,0,50.945,0,55.4,-7.3,20
MALIN HEAD,1963,2,28,2,2,0,6.48,32.4,13,27.5,28,28,15,0,0,0,-3.8,2.9,2.2,7.7,4.718,53.325,0,38.916,0,55.4,-7.3,20
MALIN HEAD,1963,3,31,4,2,0,5.306,90.2,18.2,32.9,31,31,0,0,0,0,0.2,7.1,7.1,13.5,6.319,3.226,2.781,0,18.242,55.4,-7.3,20
MALIN HEAD,1963,4,30,3,1,0,4.392,52.7,13.6,27.8,30,30,1,0,0,0,-1,9.7,5.7,16.1,5.013,6.667,6.667,16.437,9.54,55.4,-7.3,20
MALIN HEAD,1963,5,31,6,3,0,4.564,100.4,13.2,35.5,31,31,0,0,0,0,2.3,10.1,8.9,15.7,5.277,12.57,0,3.226,0,55.4,-7.3,20
MALIN HEAD,1963,6,30,3,1,0,4.645,51.1,15.9,29.6,30,30,0,0,0,0,8.1,11.8,12.7,21.6,5.47,0,2.644,6.667,9.655,55.4,-7.3,20
MALIN HEAD,1963,7,31,4,1,1,4.687,70.3,22.2,34.9,31,31,0,0,0,0,5.6,14.6,13.2,24.8,5.442,11.68,6.229,9.677,16.129,55.4,-7.3,20
MALIN HEAD,1963,8,31,4,0,0,3.943,55.2,9.2,19.6,31,31,0,0,0,0,6.4,13.4,13.4,18.4,4.413,15.684,0,15.462,0,55.4,-7.3,20
MALIN HEAD,1963,9,30,7,3,1,6.24,93.6,22.9,41.7,30,30,0,0,0,0,6.6,13.6,12.2,18.4,4.607,8.621,10,6.322,6.667,55.4,-7.3,20
MALIN HEAD,1963,10,31,12,3,1,6.786,142.5,21.7,45.1,31,31,0,0,0,0,4.9,11.9,11.6,16.5,4.587,8.899,12.903,0,6.452,55.4,-7.3,20
MALIN HEAD,1963,11,30,12,8,4,9.038,189.8,25.6,70.6,30,30,0,0,0,0,0,10.1,6.8,13.7,4.71,8.851,13.333,3.218,8.966,55.4,-7.3,20
MALIN HEAD,1963,12,31,3,0,0,4.278,38.5,9.6,25.2,31,31,0,0,0,0,0.4,7.3,4.3,11.5,4.026,6.452,0,9.677,3.226,55.4,-7.3,20
MALIN HEAD,1964,1,31,3,1,0,4.45,44.5,10.5,27.3,31,31,0,0,0,0,1.8,10.2,4.1,12.5,4.339,0,6.452,3.226,11.68,55.4,-7.3,20
MALIN HEAD,1964,2,29,1,0,0,3.82,19.1,5.8,22.9,29,29,3,0,0,0,-1.1,7.8,3.1,13.2,4.324,13.08,10.107,9.869,12.604,55.4,-7.3,20
MALIN HEAD,1964,3,31,2,1,0,3.364,37,13.1,20.8,31,31,1,0,0,0,-0.2,7.2,4,11.8,4.916,12.013,3.226,9.677,8.788,55.4,-7.3,20
MALIN HEAD,1964,4,30,4,1,0,4.3,60.2,13.2,23.7,30,30,0,0,0,0,2.8,10.1,6.8,16.3,5.197,0,9.885,0,9.08,55.4,-7.3,20
MALIN HEAD,1964,5,31,1,1,1,5.02,50.2,24.4,37.4,31,31,0,0,0,0,5.2,11.5,11.8,19.1,5.655,0,28.031,0,12.903,55.4,-7.3,20
MALIN HEAD,1964,6,30,10,1,1,6.567,98.5,25.5,50.4,30,30,0,0,0,0,7.2,12.3,10.6,18.3,5.11,0,6.552,10,3.333,55.4,-7.3,20
MALIN HEAD,1964,7,31,5,1,0,4.9,73.5,13.7,29.2,31,31,0,0,0,0,9.1,13.3,13.3,20.1,4.545,3.226,0,3.226,3.226,55.4,-7.3,20
MALIN HEAD,1964,8,31,7,3,1,5.818,98.9,22.1,39.5,31,31,0,0,0,0,5.2,14.7,12.8,20.9,4.668,16.129,7.564,19.355,3.226,55.4,-7.3,20
MALIN HEAD,1964,9,30,8,3,1,7.629,129.7,38.2,54.9,30,30,0,0,0,0,5.2,13.6,12.3,19.6,5.237,10,12.759,3.333,9.885,55.4,-7.3,20
MALIN HEAD,1964,10,31,7,3,1,7.95,111.3,23.7,49.3,31,31,0,0,0,0,1,12.3,8.9,16.6,4.861,22.581,8.899,18.465,3.226,55.4,-7.3,20
MALIN HEAD,1964,11,30,9,2,0,5.938,95,12.8,42.3,30,30,0,0,0,0,1.7,10.2,6.6,13.8,4.823,9.655,25.057,0,27.701,55.4,-7.3,20
MALIN HEAD,1964,12,31,12,5,1,6.729,141.3,24.4,45.6,31,31,2,0,0,0,-1.4,8.8,3.8,12.1,5.106,8.788,5.339,3.226,11.568,55.4,-7.3,20
MALIN HEAD,1965,1,31,8,3,0,5.526,105,14.6,43.6,31,31,3,0,0,0,-1.1,7.1,3.8,11,4.287,6.229,0,21.913,3.226,55.4,-7.3,20
MALIN HEAD,1965,2,28,0,0,0,2.2,13.2,3.6,9.4,28,28,4,0,0,0,-2.2,6.8,3.9,9.4,3.643,14.286,13.547,3.571,0,55.4,-7.3,20
MALIN HEAD,1965,3,31,7,2,0,6.157,86.2,15.8,42.5,31,31,3,0,0,0,-3.4,7.8,2.3,19,5.274,19.355,9.677,25.028,12.903,55.4,-7.3,20
MALIN HEAD,1965,4,30,6,2,0,4.693,70.4,13.9,35.3,30,30,0,0,0,0,1.2,8.9,7.8,16.1,5.843,3.333,6.667,5.747,16.667,55.4,-7.3,20
MALIN HEAD,1965,5,31,3,0,0,3.683,44.2,8.2,15.8,31,31,0,0,0,0,1.3,12.9,8.1,24.2,5.4,12.903,12.903,12.903,12.903,55.4,-7.3,20
MALIN HEAD,1965,6,30,5,4,1,6.827,102.4,22.2,59.6,30,30,0,0,0,0,5.1,12.8,12.2,18.4,5.63,12.874,6.552,0,0,55.4,-7.3,20
MALIN HEAD,1965,7,31,4,2,0,5.292,63.5,15.3,38.7,31,31,0,0,0,0,7.3,12.8,12.7,19.1,4.368,19.244,0,35.373,3.226,55.4,-7.3,20
MALIN HEAD,1965,8,31,9,2,0,7.04,105.6,19.7,36.6,31,31,0,0,0,0,5.7,15.8,13.2,22.3,5.029,15.017,9.677,22.247,12.681,55.4,-7.3,20
MALIN HEAD,1965,9,30,6,4,0,6.836,95.7,20,37.2,30,30,0,0,0,0,4.1,12,11.6,16.9,4.497,13.103,0,35.517,0,55.4,-7.3,20
MALIN HEAD,1965,10,31,10,3,1,8.35,116.9,32.4,57.3,31,31,0,0,0,0,4.1,12.2,10.8,17.4,4.777,6.118,12.125,3.226,9.677,55.4,-7.3,20
MALIN HEAD,1965,11,30,6,2,0,4.989,89.8,15.7,56.8,30,30,1,0,0,0,-0.5,9.1,4.9,12.8,3.947,17.241,13.103,28.851,2.529,55.4,-7.3,20
MALIN HEAD,1965,12,31,12,1,0,4.552,113.8,10.4,31,31,31,2,0,0,0,-1.9,6.6,4.1,11.9,4.597,6.452,0,3.226,3.226,55.4,-7.3,20
MALIN HEAD,1966,1,31,4,2,0,5.913,47.3,14.1,30.4,31,31,7,0,0,0,-0.8,9,2.7,12.5,3.913,19.244,12.903,24.472,22.581,55.4,-7.3,20
MALIN HEAD,1966,2,28,9,2,1,5.929,100.8,25.8,42.9,28,28,0,0,0,0,0.5,8,2.5,12.1,3.493,0,17.365,21.059,16.749,55.4,-7.3,20
MALIN HEAD,1966,3,31,8,1,0,5.361,96.5,12,33.9,31,31,1,0,0,0,-0.4,9,4.3,12.4,5.055,6.118,21.023,3.226,22.469,55.4,-7.3,20
MALIN HEAD,1966,4,30,3,2,0,4.982,54.8,10.5,30.1,30,30,1,0,0,0,-0.7,9.6,4.4,18.6,4.75,26.667,9.885,36.552,6.207,55.4,-7.3,20
MALIN HEAD,1966,5,31,4,1,0,4.579,64.1,14.5,30.2,31,31,0,0,0,0,4.2,9.6,10.2,17.7,5.881,6.452,3.226,0,3.226,55.4,-7.3,20
MALIN HEAD,1966,6,30,6,3,0,5.733,86,16.7,39.1,30,30,0,0,0,0,7.5,13.3,13.2,20.5,4.843,0,27.701,0,5.632,55.4,-7.3,20
MALIN HEAD,1966,7,31,5,2,0,4.593,68.9,11.1,25.9,31,31,0,0,0,0,9.1,13.9,13.4,17.6,4.068,8.231,3.226,6.452,0,55.4,-7.3,20
MALIN HEAD,1966,8,31,3,2,0,7.371,51.6,19.9,36.4,31,31,0,0,0,0,6,13.9,13.8,19.3,4.89,22.581,7.119,8.454,0,55.4,-7.3,20
MALIN HEAD,1966,9,30,6,2,0,6.523,84.8,19,32.6,30,30,0,0,0,0,6.6,13.9,12.9,19.4,4.53,3.333,8.966,0,15.172,55.4,-7.3,20
MALIN HEAD,1966,10,31,2,2,1,4.65,74.4,23.5,38.8,31,31,0,0,0,0,3.7,11.3,10,15.9,4.239,6.452,3.115,6.452,0,55.4,-7.3,20
MALIN HEAD,1966,11,30,7,3,0,5.817,104.7,18.6,45.3,30,30,0,0,0,0,0,8.4,6.2,11.3,4.113,10,2.184,10,0,55.4,-7.3,20
MALIN HEAD,1966,12,31,12,6,0,5.956,160.8,16.5,48,31,31,0,0,0,0,0,7,5.8,11.7,4.8,11.235,0,3.226,3.226,55.4,-7.3,20
MALIN HEAD,1967,1,31,7,1,0,4.524,76.9,10.6,32.9,31,31,0,0,0,0,1.2,7.5,5.5,12.3,3.694,0,18.02,0,9.677,55.4,-7.3,20
MALIN HEAD,1967,2,28,8,1,0,5.507,77.1,14.6,31.4,28,28,0,0,0,0,0.7,8.7,4.8,11.8,4.325,0,17.365,0,10.222,55.4,-7.3,20
MALIN HEAD,1967,3,31,7,0,0,4.448,102.3,8.7,37.6,31,31,0,0,0,0,0.7,8,6,11.4,4.761,3.115,16.129,9.01,0,55.4,-7.3,20
MALIN HEAD,1967,4,30,3,0,0,4.14,41.4,8.6,27.9,30,30,0,0,0,0,0.2,8.2,7.6,13,4.817,20,6.667,3.333,0,55.4,-7.3,20
MALIN HEAD,1967,5,31,5,1,0,5.609,61.7,19.3,25.4,31,31,1,0,0,0,-0.5,8.5,7.7,17.3,5.919,24.249,0,17.353,2.558,55.4,-7.3,20
MALIN HEAD,1967,6,30,3,1,0,4.72,47.2,12.1,26.2,30,30,0,0,0,0,6.6,12.7,12,20.4,5.743,6.667,3.333,0,3.333,55.4,-7.3,20
MALIN HEAD,1967,7,31,7,0,0,4.915,63.9,9.9,23.6,31,31,0,0,0,0,6.8,14.2,13.6,21.9,5.261,9.677,9.677,5.451,6.452,55.4,-7.3,20
MALIN HEAD,1967,8,31,6,5,0,7.2,108,18.6,57.4,31,31,0,0,0,0,8.5,14.6,12.9,20.9,4.884,9.232,3.226,12.903,6.452,55.4,-7.3,20
MALIN HEAD,1967,9,30,11,6,1,8.559,145.5,23.8,54.4,30,30,0,0,0,0,5.6,13.9,13,18.7,4.913,10,6.437,6.667,12.414,55.4,-7.3,20
MALIN HEAD,1967,10,31,16,10,1,8.438,219.4,25.4,55.6,31,31,0,0,0,0,1.8,11.2,8.7,15.7,4.639,8.676,0,16.018,0,55.4,-7.3,20
MALIN HEAD,1967,11,30,6,3,1,7.2,136.8,54.3,92.4,30,30,0,0,0,0,0.8,9.1,7.1,12.3,4.36,10,3.333,3.103,0,55.4,-7.3,20
MALIN HEAD,1967,12,31,9,4,0,6.468,122.9,16.9,49.6,31,31,2,0,0,0,-1.2,9.3,3.8,12.3,3.939,12.903,9.677,12.458,3.226,55.4,-7.3,20
MALIN HEAD,1968,1,31,10,5,2,7.345,161.6,33.4,54.4,31,31,3,0,0,0,-2.5,9.3,4.3,12.2,4.468,12.681,21.913,2.892,12.57,55.4,-7.3,20
MALIN HEAD,1968,2,29,3,2,0,4.918,54.1,18.3,54.2,29,29,7,0,0,0,-3.9,3.5,4.1,10.2,5.4,23.187,0,9.156,0,55.4,-7.3,20
MALIN HEAD,1968,3,31,10,1,1,6.379,121.2,31.4,42.1,31,31,0,0,0,0,0.4,7.5,6,12.7,5.023,3.003,5.562,0,3.226,55.4,-7.3,20
MALIN HEAD,1968,4,30,2,0,0,3.264,35.9,8.2,49.7,30,30,2,0,0,0,-1.8,10.1,5.3,16.7,6.52,19.08,6.667,13.333,23.333,55.4,-7.3,20
MALIN HEAD,1968,5,31,6,2,0,5.354,69.6,17.6,38.8,31,31,0,0,0,0,2,12.3,6.4,20,5.442,35.039,6.452,41.602,9.677,55.4,-7.3,20
MALIN HEAD,1968,6,30,4,2,0,4.725,56.7,13,34.1,30,30,0,0,0,0,7.1,14.4,12.4,23,6.63,11.954,12.529,3.333,16.667,55.4,-7.3,20
MALIN HEAD,1968,7,31,2,0,0,4.46,22.3,6.7,15.6,31,31,0,0,0,0,8.5,14.2,13.4,18.4,4.726,22.247,6.452,8.12,2.336,55.4,-7.3,20
MALIN HEAD,1968,8,31,3,2,0,7.417,44.5,16.9,22.9,31,31,0,0,0,0,6.4,16.6,14.8,20,5.926,19.021,6.452,0,0,55.4,-7.3,20
MALIN HEAD,1968,9,30,10,3,0,6.565,111.6,15.7,38.8,30,30,0,0,0,0,6.9,14.7,13.6,20.5,5.227,16.207,8.851,0,9.77,55.4,-7.3,20
MALIN HEAD,1968,10,31,9,4,1,7.917,142.5,34.1,57.1,31,31,0,0,0,0,4.5,13.8,11.2,18.7,4.774,3.226,12.903,0,28.699,55.4,-7.3,20
MALIN HEAD,1968,11,30,5,1,0,4.782,52.6,15,72.1,30,30,0,0,0,0,0.1,9.3,6.3,14.7,4.14,13.333,13.103,23.333,19.425,55.4,-7.3,20
MALIN HEAD,1968,12,31,6,2,0,7.433,66.9,18.1,37.1,31,31,1,0,0,0,-0.5,10.1,4.9,12.7,4.552,19.132,3.226,6.34,6.007,55.4,-7.3,20
MALIN HEAD,1969,1,31,9,4,1,5.783,138.8,21.6,46.5,31,31,3,0,0,0,-3.9,9.1,4.8,12.2,4.761,8.676,12.903,3.115,18.465,55.4,-7.3,20
MALIN HEAD,1969,2,28,10,3,0,5.867,105.6,15.3,38,28,28,11,0,0,0,-5.3,4.4,2.1,10,4.654,35.222,0,35.961,0,55.4,-7.3,20
MALIN HEAD,1969,3,31,2,1,1,5.786,40.5,20.2,26.7,31,31,8,0,0,0,-2.4,5.9,3.9,10.5,4.832,25.806,0,35.039,0,55.4,-7.3,20
MALIN HEAD,1969,4,30,3,0,0,3.615,47,8.9,26.1,30,30,1,0,0,0,-0.8,7.2,6.7,17.3,6.103,6.667,6.667,10,9.77,55.4,-7.3,20
MALIN HEAD,1969,5,31,4,0,0,4.218,46.4,7.4,16.2,31,31,0,0,0,0,1.6,11,8.6,17,5.303,8.788,3.226,12.347,6.34,55.4,-7.3,20
MALIN HEAD,1969,6,30,4,2,0,4.977,64.7,12.8,28.2,30,30,0,0,0,0,5.1,13.5,12.5,21.7,6.453,13.333,6.667,0,9.77,55.4,-7.3,20
MALIN HEAD,1969,7,31,1,1,0,3.591,39.5,10.8,23.4,31,31,0,0,0,0,9.4,15.6,13.5,21.2,5.565,3.226,22.358,3.226,31.479,55.4,-7.3,20
MALIN HEAD,1969,8,31,3,1,1,4.9,63.7,21.7,29.5,31,31,0,0,0,0,7.5,16.1,14.1,23.5,4.816,9.677,15.128,3.115,12.681,55.4,-7.3,20
MALIN HEAD,1969,9,30,6,1,0,5.04,75.6,12.8,33.7,30,30,0,0,0,0,7.1,14.2,11.6,18.5,4.143,3.333,16.322,3.333,2.069,55.4,-7.3,20
MALIN HEAD,1969,10,31,6,2,0,5.419,86.7,11.7,32.9,31,31,0,0,0,0,7.4,14.4,10.9,19.6,4.835,0,41.713,0,51.057,55.4,-7.3,20
MALIN HEAD,1969,11,30,13,6,1,7.546,196.2,27.2,56.9,30,30,1,0,0,0,-0.2,10.2,5.8,15.4,4.733,32.759,6.667,26.552,3.333,55.4,-7.3,20
MALIN HEAD,1969,12,31,8,4,1,7.162,114.6,23.6,56,31,31,0,0,0,0,0.4,9,3.6,11.3,3.794,6.452,3.226,15.684,0,55.4,-7.3,20
MALIN HEAD,1970,1,31,5,0,0,3.929,55,6.9,18.5,31,31,2,0,0,0,-2.1,6.9,3,11.8,4.216,9.232,9.232,6.118,9.677,55.4,-7.3,20
MALIN HEAD,1970,2,28,10,6,0,6.786,142.5,17.5,58,28,28,4,0,0,0,-1.1,5,3.7,9.7,4.939,12.562,0,3.448,0,55.4,-7.3,20
MALIN HEAD,1970,3,31,5,1,0,4.475,71.6,12.7,25.7,31,31,1,0,0,0,-0.2,8,4.5,10.3,4.816,24.138,6.34,31.146,0,55.4,-7.3,20
MALIN HEAD,1970,4,30,5,1,0,4.541,77.2,14.6,27.4,30,30,0,0,0,0,0,9.4,5.5,14.1,5.037,13.333,6.667,19.54,8.621,55.4,-7.3,20
MALIN HEAD,1970,5,31,2,0,0,3.429,48,9.1,17.3,31,31,0,0,0,0,6,11.6,11,17,4.432,0,32.258,0,11.791,55.4,-7.3,20
MALIN HEAD,1970,6,30,5,1,0,5.027,55.3,12.3,27.9,30,30,0,0,0,0,7.7,14.2,13.4,24.1,5.22,2.989,38.391,3.333,25.862,55.4,-7.3,20
MALIN HEAD,1970,7,31,6,3,0,5.055,101.1,19.3,41.9,31,31,0,0,0,0,7.8,13.3,12.5,21.4,4.342,26.585,0,29.032,6.007,55.4,-7.3,20
MALIN HEAD,1970,8,31,5,3,1,10.175,81.4,30.8,48.2,31,31,0,0,0,0,9.5,15.6,12.7,21,4.484,0,15.017,12.903,14.794,55.4,-7.3,20
MALIN HEAD,1970,9,30,7,2,0,4.981,104.6,16.2,34.3,30,30,0,0,0,0,7.8,15.3,12.3,21,5.08,2.184,16.667,6.667,23.218,55.4,-7.3,20
MALIN HEAD,1970,10,31,15,6,0,7.686,161.4,17.9,52.5,31,31,0,0,0,0,5.2,12.8,8.9,17,4.329,0,12.125,15.239,12.792,55.4,-7.3,20
MALIN HEAD,1970,11,30,10,4,2,6.046,145.1,22.2,57.4,30,30,0,0,0,0,1.7,9.9,6.6,13.1,4.253,0,10,3.333,15.862,55.4,-7.3,20
MALIN HEAD,1970,12,31,5,0,0,4.425,53.1,9.2,31.9,31,31,0,0,0,0,1.1,8.3,4.7,12.6,3.581,0,3.226,2.781,3.226,55.4,-7.3,20
MALIN HEAD,1971,1,31,6,1,0,4.612,78.4,11.7,35.2,31,31,2,0,0,0,-0.9,11.2,4.5,13.9,4.639,9.232,16.129,6.34,22.581,55.4,-7.3,20
MALIN HEAD,1971,2,28,10,4,0,7.279,101.9,14.1,51.2,28,28,1,0,0,0,-0.4,6.8,3.6,11.8,4.725,0,12.931,2.709,13.916,55.4,-7.3,20
MALIN HEAD,1971,3,31,4,0,0,4.625,55.5,9.9,31.5,31,31,0,0,0,0,0.3,8.1,6.8,12.1,4.626,9.566,15.128,0,8.565,55.4,-7.3,20
MALIN HEAD,1971,4,30,2,2,2,13.96,69.8,32.1,65.3,30,30,0,0,0,0,2.4,9.1,7.7,17.5,4.817,2.989,6.667,11.954,6.667,55.4,-7.3,20
MALIN HEAD,1971,5,31,8,2,0,7.092,92.2,20,33,31,31,0,0,0,0,4,11.1,9.9,17.1,5.987,9.677,12.903,6.452,28.921,55.4,-7.3,20
MALIN HEAD,1971,6,30,6,3,1,7.233,86.8,24.4,42.5,30,30,0,0,0,0,6.9,10.8,11.5,18.1,4.657,12.414,0,30,0,55.4,-7.3,20
MALIN HEAD,1971,7,31,2,1,1,6.429,45,24.8,27.3,31,31,0,0,0,0,6.6,15.8,12.9,24.6,5.145,9.677,19.355,9.677,22.469,55.4,-7.3,20
MALIN HEAD,1971,8,31,8,4,1,8.031,128.5,32.4,51,31,31,0,0,0,0,9.3,13.6,12.4,19.5,4.139,5.228,0,19.244,0,55.4,-7.3,20
MALIN HEAD,1971,9,30,2,0,0,2.771,19.4,5.4,24.6,30,30,0,0,0,0,7.5,14.3,12.3,22.8,5.507,2.184,22.184,3.333,31.954,55.4,-7.3,20
MALIN HEAD,1971,10,31,7,1,0,5.525,88.4,13.9,38,31,31,0,0,0,0,1.3,15.3,9,19,4.652,9.677,32.258,6.452,25.695,55.4,-7.3,20
MALIN HEAD,1971,11,30,10,3,1,6.126,140.9,31.1,57.2,30,30,0,0,0,0,0.3,13,5.3,15.2,4.683,16.552,16.667,10,10,55.4,-7.3,20
MALIN HEAD,1971,12,31,4,0,0,4.258,51.1,9.2,18.6,31,31,0,0,0,0,2.4,10.2,6.6,14.3,3.594,0,35.15,0,31.146,55.4,-7.3,20
MALIN HEAD,1972,1,31,10,4,0,6.085,121.7,15.6,34.6,31,31,3,0,0,0,-5.3,7,2.3,9.5,4.268,9.566,3.226,15.239,0,55.4,-7.3,20
MALIN HEAD,1972,2,29,1,0,0,2.74,27.4,9.5,15.6,29,29,2,0,0,0,-2.3,5.4,4.8,10.6,4.876,10.107,0,0,0,55.4,-7.3,20
MALIN HEAD,1972,3,31,7,4,2,8.485,110.3,24.8,48.9,31,31,1,0,0,0,-0.5,7.7,5.5,16.1,5.413,9.677,9.677,5.339,12.903,55.4,-7.3,20
MALIN HEAD,1972,4,30,9,2,0,6.685,86.9,11.7,53.7,30,30,0,0,0,0,2.7,9.6,8.6,12,4.68,0,13.218,0,0,55.4,-7.3,20
MALIN HEAD,1972,5,31,6,1,0,4.516,85.8,13.8,30.6,31,31,0,0,0,0,3.4,9.3,9.8,16,5.087,9.455,0,8.565,0,55.4,-7.3,20
MALIN HEAD,1972,6,30,7,1,0,5.319,85.1,11.7,28.6,30,30,0,0,0,0,3.6,9.6,11.9,14.8,5.077,38.506,0,16.667,0,55.4,-7.3,20
MALIN HEAD,1972,7,31,2,1,0,3.827,42.1,16,19.9,31,31,0,0,0,0,6.3,13.5,12.9,20.2,4.806,35.15,2.336,21.246,5.339,55.4,-7.3,20
MALIN HEAD,1972,8,31,6,4,1,10.2,81.6,22,58.5,31,31,0,0,0,0,6.9,12.5,13,19,4.519,6.007,0,31.702,0,55.4,-7.3,20
MALIN HEAD,1972,9,30,1,0,0,3.343,23.4,8.6,17.8,30,30,0,0,0,0,3.6,11.4,11.6,19.9,5.387,29.655,0,23.103,3.333,55.4,-7.3,20
MALIN HEAD,1972,10,31,4,2,0,6.257,43.8,14,23.6,31,31,0,0,0,0,4.6,12.2,10,17.8,4.342,0,5.895,0,9.677,55.4,-7.3,20
MALIN HEAD,1972,11,30,11,3,0,6.473,142.4,18.7,41.6,30,30,0,0,0,0,0,10.6,6.1,14.9,4.533,10,3.333,14.598,6.667,55.4,-7.3,20
MALIN HEAD,1972,12,31,7,3,0,5.693,85.4,13.9,46.7,31,31,4,0,0,0,-1,10.4,5,13.5,5.035,12.903,19.132,9.677,19.355,55.4,-7.3,20
MALIN HEAD,1973,1,31,7,2,0,5.629,95.7,17,43.9,31,31,2,0,0,0,-0.8,9.1,6,11.8,3.848,6.452,16.129,0,9.677,55.4,-7.3,20
MALIN HEAD,1973,2,28,6,1,0,4.859,82.6,14.2,39.2,28,28,4,0,0,0,-2.3,8.1,3.3,11.2,4.332,7.143,20.936,3.571,6.773,55.4,-7.3,20
